Signature_Name	Total_Mutaions
SBS96Q	893
SBS96Q	256
SBS96Q	853
SBS96Q	128
SBS96Q	1112
SBS96Q	2397
SBS96Q	929
SBS96Q	129
SBS96Q	26330
SBS96R	265
SBS96R	632
SBS96R	189
SBS96R	569
SBS96R	706
SBS96R	429
SBS96R	244
SBS96R	599
SBS96R	304
SBS96R	216
SBS96R	5384
SBS96R	15
SBS96R	128
SBS96R	129
SBS96R	219
SBS96R	726
SBS96R	606
SBS96R	81
SBS96R	8347
SBS96R	342
SBS96R	195
SBS96R	109
SBS96R	179
SBS96R	75
SBS96R	558
SBS96R	499
SBS96R	182
SBS96R	324
SBS96R	32
SBS96R	243
SBS96R	235
SBS96R	144
SBS96R	446
SBS96R	714
SBS96R	5169
SBS96R	458
SBS96R	539
SBS96R	507
SBS96R	331
SBS96R	734
SBS96R	1127
SBS96R	3004
SBS96R	4269
SBS96R	381
SBS96R	680
SBS96R	264
SBS96R	416
SBS96R	230
SBS96R	381
SBS96R	310
SBS96R	7
SBS96R	141
SBS96R	160
SBS96R	505
SBS96R	75
SBS96R	254
SBS96R	268
SBS96R	199
SBS96R	2098
SBS96R	352
SBS96R	51
SBS96R	193
SBS96R	150
SBS96R	232
SBS96R	394
SBS96R	463
SBS96R	19683
SBS96R	286
SBS96R	54
SBS96R	20
SBS96R	1099
SBS96R	141
SBS96R	936
SBS96R	632
SBS96R	11
SBS96R	754
SBS96R	2018
SBS96R	601
SBS96R	112
SBS96R	558
SBS96R	2379
SBS96R	866
SBS96R	1129
SBS96R	610
SBS96R	13
SBS96R	247
SBS96R	275
SBS96R	368
SBS96R	117
SBS96R	459
SBS96R	33110
SBS96R	183
SBS96R	165
SBS96R	48
SBS96R	281
SBS96R	76
