Types	Mut_burden
Liver-HCC	18974
Liver-HCC	11548
Liver-HCC	7718
Liver-HCC	18401
Liver-HCC	14491
Liver-HCC	2284
Liver-HCC	29881
Liver-HCC	19411
Liver-HCC	13554
Liver-HCC	23526
Liver-HCC	63686
Liver-HCC	10268
Liver-HCC	7288
Liver-HCC	4899
Liver-HCC	10780
Liver-HCC	3713
Liver-HCC	5625
Liver-HCC	17280
Liver-HCC	7848
Liver-HCC	6236
Liver-HCC	5432
Liver-HCC	10456
Liver-HCC	7637
Liver-HCC	8894
Liver-HCC	7342
Liver-HCC	8444
Liver-HCC	13751
Liver-HCC	7986
Liver-HCC	5869
Liver-HCC	14756
Liver-HCC	7571
Liver-HCC	5724
Liver-HCC	3496
Liver-HCC	13463
Liver-HCC	6321
Liver-HCC	11339
Liver-HCC	16637
Liver-HCC	10724
Liver-HCC	12659
Liver-HCC	16052
Liver-HCC	11222
Liver-HCC	3174
Liver-HCC	5683
Liver-HCC	13424
Liver-HCC	10211
Liver-HCC	5207
Liver-HCC	4900
Liver-HCC	11922
Liver-HCC	7095
Liver-HCC	10451
Liver-HCC	7944
Liver-HCC	18819
Liver-HCC	8377
Liver-HCC	9785
Liver-HCC	4035
Liver-HCC	17932
Liver-HCC	15937
Liver-HCC	16098
Liver-HCC	9664
Liver-HCC	13144
Liver-HCC	8247
Liver-HCC	10540
Liver-HCC	9430
Liver-HCC	20633
Liver-HCC	10931
Liver-HCC	13608
Liver-HCC	5822
Liver-HCC	8597
Liver-HCC	18703
Liver-HCC	3401
Liver-HCC	22909
Liver-HCC	12165
Liver-HCC	31855
Liver-HCC	5331
Liver-HCC	15047
Liver-HCC	14593
Liver-HCC	13404
Liver-HCC	4934
Liver-HCC	9263
Liver-HCC	7382
Liver-HCC	10764
Liver-HCC	9283
Liver-HCC	22272
Liver-HCC	9708
Liver-HCC	11691
Liver-HCC	4783
Liver-HCC	13710
Liver-HCC	695
Liver-HCC	16772
Liver-HCC	13763
Liver-HCC	8407
Liver-HCC	20128
Liver-HCC	21104
Liver-HCC	10940
Liver-HCC	21773
Liver-HCC	7595
Liver-HCC	13784
Liver-HCC	4709
Liver-HCC	12349
Liver-HCC	12548
Liver-HCC	8835
Liver-HCC	8165
Liver-HCC	13341
Liver-HCC	8939
Liver-HCC	14624
Liver-HCC	9844
Liver-HCC	9130
Liver-HCC	15182
Liver-HCC	5818
Liver-HCC	6479
Liver-HCC	20906
Liver-HCC	15494
Liver-HCC	10511
Liver-HCC	7639
Liver-HCC	9296
Liver-HCC	11607
Liver-HCC	10795
Liver-HCC	6699
Liver-HCC	7874
Liver-HCC	18488
Liver-HCC	19341
Liver-HCC	17708
Liver-HCC	5637
Liver-HCC	5361
Liver-HCC	16939
Liver-HCC	11846
Liver-HCC	18144
Liver-HCC	10067
Liver-HCC	13781
Liver-HCC	11775
Liver-HCC	21376
Liver-HCC	20613
Liver-HCC	22415
Liver-HCC	17238
Liver-HCC	14648
Liver-HCC	6318
Liver-HCC	12193
Liver-HCC	10575
Liver-HCC	6912
Liver-HCC	11888
Liver-HCC	11996
Liver-HCC	13155
Liver-HCC	6143
Liver-HCC	14682
Liver-HCC	15974
Liver-HCC	28225
Liver-HCC	16313
Liver-HCC	22000
Liver-HCC	14912
Liver-HCC	17812
Liver-HCC	10599
Liver-HCC	18584
Liver-HCC	8408
Liver-HCC	11743
Liver-HCC	15710
Liver-HCC	7554
Liver-HCC	19272
Liver-HCC	12158
Liver-HCC	6913
Liver-HCC	5918
Liver-HCC	10633
Liver-HCC	5512
Liver-HCC	5938
Liver-HCC	12093
Liver-HCC	17920
Liver-HCC	30786
Liver-HCC	15932
Liver-HCC	7470
Liver-HCC	2364
Liver-HCC	6629
Liver-HCC	6542
Liver-HCC	8746
Liver-HCC	7151
Liver-HCC	19111
Liver-HCC	22294
Liver-HCC	16800
Liver-HCC	8928
Liver-HCC	21466
Liver-HCC	7686
Liver-HCC	12516
Liver-HCC	6953
Liver-HCC	9650
Liver-HCC	10276
Liver-HCC	9093
Liver-HCC	9356
Liver-HCC	12739
Liver-HCC	16503
Liver-HCC	17320
Liver-HCC	16160
Liver-HCC	4360
Liver-HCC	11367
Liver-HCC	13274
Liver-HCC	6267
Liver-HCC	15943
Liver-HCC	11496
Liver-HCC	17711
Liver-HCC	17942
Liver-HCC	10064
Liver-HCC	2472
Liver-HCC	18830
Liver-HCC	11586
Liver-HCC	8742
Liver-HCC	17892
Liver-HCC	9259
Liver-HCC	14271
Liver-HCC	10715
Liver-HCC	8656
Liver-HCC	10658
Liver-HCC	12314
Liver-HCC	8185
Liver-HCC	20318
Liver-HCC	2777
Liver-HCC	6345
Liver-HCC	15663
Liver-HCC	5247
Liver-HCC	15108
Liver-HCC	27463
Liver-HCC	13384
Liver-HCC	10692
Liver-HCC	16127
Liver-HCC	13998
Liver-HCC	15753
Liver-HCC	14920
Liver-HCC	12711
Liver-HCC	15456
Liver-HCC	11686
Liver-HCC	17049
Liver-HCC	16402
Liver-HCC	9395
Liver-HCC	14441
Liver-HCC	11441
Liver-HCC	12442
Liver-HCC	5865
Liver-HCC	13341
Liver-HCC	9602
Liver-HCC	7971
Liver-HCC	8810
Liver-HCC	7892
Liver-HCC	11398
Liver-HCC	18844
Liver-HCC	7495
Liver-HCC	6902
Liver-HCC	10654
Liver-HCC	4022
Liver-HCC	18933
Liver-HCC	13281
Liver-HCC	11523
Liver-HCC	6473
Liver-HCC	13874
Liver-HCC	7922
Liver-HCC	2029
Liver-HCC	9322
Liver-HCC	7202
Liver-HCC	15961
Liver-HCC	44121
Liver-HCC	12402
Liver-HCC	8082
Liver-HCC	10243
Liver-HCC	8724
Liver-HCC	10518
Liver-HCC	17471
Liver-HCC	23488
Liver-HCC	18772
Liver-HCC	5285
Liver-HCC	8883
Liver-HCC	9516
Liver-HCC	12076
Liver-HCC	17709
Liver-HCC	13066
Liver-HCC	10439
Liver-HCC	14323
Liver-HCC	6262
Liver-HCC	13273
Liver-HCC	10174
Liver-HCC	13750
Liver-HCC	6587
Liver-HCC	7334
Liver-HCC	5054
Liver-HCC	17862
Liver-HCC	17730
Liver-HCC	10374
Liver-HCC	4180
Liver-HCC	8923
Liver-HCC	11440
Liver-HCC	7427
Liver-HCC	12318
Liver-HCC	8709
Liver-HCC	10380
Liver-HCC	7970
Liver-HCC	11933
Liver-HCC	20347
Liver-HCC	18200
Liver-HCC	5860
Liver-HCC	7998
Lung-AdenoCA	53534
Lung-AdenoCA	40159
Lung-AdenoCA	10313
Lung-AdenoCA	16156
Lung-AdenoCA	110327
Lung-AdenoCA	587
Lung-AdenoCA	24299
Lung-AdenoCA	20258
Lung-AdenoCA	38395
Lung-AdenoCA	113803
Lung-AdenoCA	14053
Lung-AdenoCA	53404
Lung-AdenoCA	2322
Lung-AdenoCA	4261
Lung-AdenoCA	157043
Lung-AdenoCA	42320
Lung-AdenoCA	47720
Lung-AdenoCA	5233
Lung-AdenoCA	61322
Lung-AdenoCA	25936
Lung-AdenoCA	2099
Lung-AdenoCA	12669
Lung-AdenoCA	10088
Lung-AdenoCA	568
Lung-AdenoCA	48259
Lung-AdenoCA	33038
Lung-AdenoCA	42875
Lung-AdenoCA	185584
Lung-AdenoCA	6317
Lung-AdenoCA	15716
Lung-AdenoCA	7859
Lung-AdenoCA	66135
Lung-AdenoCA	1798
Lung-AdenoCA	4008
Lung-AdenoCA	33457
Lung-AdenoCA	5589
Lung-AdenoCA	5066
Lung-AdenoCA	23381
Lung-SCC	42193
Lung-SCC	40115
Lung-SCC	36265
Lung-SCC	43441
Lung-SCC	133882
Lung-SCC	12280
Lung-SCC	75502
Lung-SCC	50099
Lung-SCC	30279
Lung-SCC	18243
Lung-SCC	53748
Lung-SCC	21610
Lung-SCC	35592
Lung-SCC	55120
Lung-SCC	23478
Lung-SCC	57547
Lung-SCC	30083
Lung-SCC	45419
Lung-SCC	42669
Lung-SCC	39949
Lung-SCC	43646
Lung-SCC	50722
Lung-SCC	23230
Lung-SCC	34815
Lung-SCC	74224
Lung-SCC	46806
Lung-SCC	48595
Lung-SCC	30786
Lung-SCC	5370
Lung-SCC	53782
Lung-SCC	59177
Lung-SCC	52103
Lung-SCC	45460
Lung-SCC	65970
Lung-SCC	39530
Lung-SCC	28358
Lung-SCC	21236
Lung-SCC	71525
Lung-SCC	51391
Lung-SCC	57913
Lung-SCC	28791
Lung-SCC	18284
Lung-SCC	25111
Lung-SCC	53964
Lung-SCC	28212
Lung-SCC	31217
Lung-SCC	23970
Lung-SCC	113846
Lymph-BNHL	11525
Lymph-BNHL	34270
Lymph-BNHL	17673
Lymph-BNHL	6977
Lymph-BNHL	17374
Lymph-BNHL	9775
Lymph-BNHL	20536
Lymph-BNHL	4013
Lymph-BNHL	23055
Lymph-BNHL	5654
Lymph-BNHL	9738
Lymph-BNHL	7453
Lymph-BNHL	10119
Lymph-BNHL	12857
Lymph-BNHL	66901
Lymph-BNHL	11505
Lymph-BNHL	13890
Lymph-BNHL	11018
Lymph-BNHL	11834
Lymph-BNHL	1607
Lymph-BNHL	14232
Lymph-BNHL	4122
Lymph-BNHL	2470
Lymph-BNHL	6825
Lymph-BNHL	16330
Lymph-BNHL	10000
Lymph-BNHL	2302
Lymph-BNHL	5300
Lymph-BNHL	3149
Lymph-BNHL	9112
Lymph-BNHL	2282
Lymph-BNHL	5258
Lymph-BNHL	28523
Lymph-BNHL	10504
Lymph-BNHL	4522
Lymph-BNHL	9197
Lymph-BNHL	17039
Lymph-BNHL	6661
Lymph-BNHL	25558
Lymph-BNHL	1959
Lymph-BNHL	10012
Lymph-BNHL	1742
Lymph-BNHL	33100
Lymph-BNHL	8794
Lymph-BNHL	7425
Lymph-BNHL	3940
Lymph-BNHL	11134
Lymph-BNHL	3014
Lymph-BNHL	12822
Lymph-BNHL	7024
Lymph-BNHL	3556
Lymph-BNHL	7684
Lymph-BNHL	3668
Lymph-BNHL	3314
Lymph-BNHL	2082
Lymph-BNHL	4175
Lymph-BNHL	9648
Lymph-BNHL	5568
Lymph-BNHL	17408
Lymph-BNHL	4237
Lymph-BNHL	2432
Lymph-BNHL	16708
Lymph-BNHL	2496
Lymph-BNHL	6066
Lymph-BNHL	22238
Lymph-BNHL	17627
Lymph-BNHL	16744
Lymph-BNHL	19934
Lymph-BNHL	7210
Lymph-BNHL	1950
Lymph-BNHL	2553
Lymph-BNHL	22978
Lymph-BNHL	7243
Lymph-BNHL	2069
Lymph-BNHL	3681
Lymph-BNHL	1809
Lymph-BNHL	7645
Lymph-BNHL	9148
Lymph-BNHL	13724
Lymph-BNHL	5271
Lymph-BNHL	3384
Lymph-BNHL	6829
Lymph-BNHL	3098
Lymph-BNHL	19774
Lymph-BNHL	6110
Lymph-BNHL	4275
Lymph-BNHL	24195
Lymph-BNHL	3556
Lymph-BNHL	30194
Lymph-BNHL	7864
Lymph-BNHL	4042
Lymph-BNHL	3725
Lymph-BNHL	7898
Lymph-BNHL	7247
Lymph-BNHL	25277
Lymph-BNHL	28529
Lymph-BNHL	4053
Lymph-BNHL	11162
Lymph-BNHL	5556
Lymph-BNHL	3904
Lymph-BNHL	15263
Lymph-BNHL	3061
Lymph-BNHL	4152
Lymph-BNHL	4583
Lymph-BNHL	112529
Lymph-BNHL	44342
Lymph-BNHL	31697
Lymph-CLL	1721
Lymph-CLL	1350
Lymph-CLL	1055
Lymph-CLL	1853
Lymph-CLL	2495
Lymph-CLL	2713
Lymph-CLL	2392
Lymph-CLL	1269
Lymph-CLL	2987
Lymph-CLL	2183
Lymph-CLL	1654
Lymph-CLL	3635
Lymph-CLL	2815
Lymph-CLL	1738
Lymph-CLL	1907
Lymph-CLL	2062
Lymph-CLL	1503
Lymph-CLL	2311
Lymph-CLL	2621
Lymph-CLL	1319
Lymph-CLL	2701
Lymph-CLL	3223
Lymph-CLL	1864
Lymph-CLL	2994
Lymph-CLL	2389
Lymph-CLL	2117
Lymph-CLL	1638
Lymph-CLL	3280
Lymph-CLL	1423
Lymph-CLL	2043
Lymph-CLL	3645
Lymph-CLL	4510
Lymph-CLL	1529
Lymph-CLL	1958
Lymph-CLL	2096
Lymph-CLL	2542
Lymph-CLL	3710
Lymph-CLL	755
Lymph-CLL	3135
Lymph-CLL	3453
Lymph-CLL	4343
Lymph-CLL	2291
Lymph-CLL	2571
Lymph-CLL	2051
Lymph-CLL	3188
Lymph-CLL	1150
Lymph-CLL	2528
Lymph-CLL	1827
Lymph-CLL	1427
Lymph-CLL	2716
Lymph-CLL	2279
Lymph-CLL	1644
Lymph-CLL	2512
Lymph-CLL	3303
Lymph-CLL	1771
Lymph-CLL	1681
Lymph-CLL	2704
Lymph-CLL	5065
Lymph-CLL	3320
Lymph-CLL	1574
Lymph-CLL	2071
Lymph-CLL	1889
Lymph-CLL	2162
Lymph-CLL	1891
Lymph-CLL	2630
Lymph-CLL	2634
Lymph-CLL	2123
Lymph-CLL	3063
Lymph-CLL	1064
Lymph-CLL	2406
Lymph-CLL	2265
Lymph-CLL	5601
Lymph-CLL	2213
Lymph-CLL	1805
Lymph-CLL	1958
Lymph-CLL	1954
Lymph-CLL	2067
Lymph-CLL	2636
Lymph-CLL	2957
Lymph-CLL	2360
Lymph-CLL	1945
Lymph-CLL	2590
Lymph-CLL	3747
Lymph-CLL	1034
Lymph-CLL	2359
Lymph-CLL	1482
Lymph-CLL	2612
Lymph-CLL	3724
Lymph-CLL	1414
Lymph-CLL	2192
Lymph-CLL	1816
Lymph-CLL	1989
Lymph-CLL	1432
Lymph-CLL	4376
Lymph-CLL	3247
Myeloid-AML	663
Myeloid-AML	335
Myeloid-AML	21
Myeloid-AML	1391
Myeloid-AML	519
Myeloid-AML	1209
Myeloid-AML	2116
Myeloid-AML	3353
Myeloid-AML	1540
Myeloid-AML	1528
Myeloid-AML	990
Myeloid-MDS	1119
Myeloid-MDS	550
Myeloid-MDS	637
Myeloid-MDS	1074
Myeloid-MPN	2002
Myeloid-MPN	817
Myeloid-MPN	1261
Myeloid-MPN	857
Myeloid-MPN	3072
Myeloid-MPN	846
Myeloid-MPN	2260
Myeloid-MPN	987
Myeloid-MPN	1501
Myeloid-MPN	2282
Myeloid-MPN	446
Myeloid-MPN	1644
Myeloid-MPN	829
Myeloid-MPN	1225
Myeloid-MPN	368
Myeloid-MPN	1488
Myeloid-MPN	1548
Myeloid-MPN	1271
Myeloid-MPN	2816
Myeloid-MPN	352
Myeloid-MPN	269
Myeloid-MPN	1664
Myeloid-MPN	1603
Myeloid-MPN	748
Myeloid-MPN	870
Myeloid-MPN	3162
Myeloid-MPN	376
Myeloid-MPN	1743
Myeloid-MPN	884
Myeloid-MPN	1337
Myeloid-MPN	1860
Myeloid-MPN	922
Myeloid-MPN	1272
Myeloid-MPN	1702
Myeloid-MPN	182
Myeloid-MPN	1324
Myeloid-MPN	1067
Myeloid-MPN	358
Myeloid-MPN	1109
Myeloid-MPN	754
Myeloid-MPN	1158
Myeloid-MPN	1485
Myeloid-MPN	2101
Myeloid-MPN	274
Myeloid-MPN	1773
Myeloid-MPN	832
Myeloid-MPN	416
Myeloid-MPN	966
Myeloid-MPN	83
Myeloid-MPN	423
Myeloid-MPN	648
Myeloid-MPN	997
Myeloid-MPN	1063
Myeloid-MPN	2145
Myeloid-MPN	1347
Myeloid-MPN	477
Ovary-AdenoCA	13557
Ovary-AdenoCA	5863
Ovary-AdenoCA	2545
Ovary-AdenoCA	15273
Ovary-AdenoCA	5652
Ovary-AdenoCA	9986
Ovary-AdenoCA	10834
Ovary-AdenoCA	7263
Ovary-AdenoCA	8524
Ovary-AdenoCA	5024
Ovary-AdenoCA	12156
Ovary-AdenoCA	12206
Ovary-AdenoCA	7399
Ovary-AdenoCA	5887
Ovary-AdenoCA	5159
Ovary-AdenoCA	6633
Ovary-AdenoCA	7041
Ovary-AdenoCA	6815
Ovary-AdenoCA	5546
Ovary-AdenoCA	10583
Ovary-AdenoCA	7650
Ovary-AdenoCA	8082
Ovary-AdenoCA	5040
Ovary-AdenoCA	2886
Ovary-AdenoCA	8963
Ovary-AdenoCA	6688
Ovary-AdenoCA	7208
Ovary-AdenoCA	5453
Ovary-AdenoCA	9066
Ovary-AdenoCA	15966
Ovary-AdenoCA	7441
Ovary-AdenoCA	4098
Ovary-AdenoCA	10009
Ovary-AdenoCA	14533
Ovary-AdenoCA	4401
Ovary-AdenoCA	13860
Ovary-AdenoCA	7070
Ovary-AdenoCA	1946
Ovary-AdenoCA	19440
Ovary-AdenoCA	17006
Ovary-AdenoCA	7156
Ovary-AdenoCA	13779
Ovary-AdenoCA	6961
Ovary-AdenoCA	6352
Ovary-AdenoCA	2150
Ovary-AdenoCA	6411
Ovary-AdenoCA	40624
Ovary-AdenoCA	10085
Ovary-AdenoCA	7237
Ovary-AdenoCA	17059
Ovary-AdenoCA	5261
Ovary-AdenoCA	13280
Ovary-AdenoCA	6450
Ovary-AdenoCA	3731
Ovary-AdenoCA	14968
Ovary-AdenoCA	19236
Ovary-AdenoCA	7269
Ovary-AdenoCA	13145
Ovary-AdenoCA	8649
Ovary-AdenoCA	6283
Ovary-AdenoCA	5945
Ovary-AdenoCA	18260
Ovary-AdenoCA	4886
Ovary-AdenoCA	6626
Ovary-AdenoCA	6641
Ovary-AdenoCA	6403
Ovary-AdenoCA	8356
Ovary-AdenoCA	10174
Ovary-AdenoCA	10175
Ovary-AdenoCA	6428
Ovary-AdenoCA	13965
Ovary-AdenoCA	6816
Ovary-AdenoCA	8091
Ovary-AdenoCA	1947
Ovary-AdenoCA	5255
Ovary-AdenoCA	13853
Ovary-AdenoCA	5617
Ovary-AdenoCA	4235
Ovary-AdenoCA	5064
Ovary-AdenoCA	5517
Ovary-AdenoCA	3980
Ovary-AdenoCA	19067
Ovary-AdenoCA	7170
Ovary-AdenoCA	7473
Ovary-AdenoCA	11445
Ovary-AdenoCA	11920
Ovary-AdenoCA	8551
Ovary-AdenoCA	11586
Ovary-AdenoCA	6597
Ovary-AdenoCA	9418
Ovary-AdenoCA	3113
Ovary-AdenoCA	7164
Ovary-AdenoCA	6488
Ovary-AdenoCA	4517
Ovary-AdenoCA	12937
Ovary-AdenoCA	8994
Ovary-AdenoCA	5392
Ovary-AdenoCA	9567
Ovary-AdenoCA	5908
Ovary-AdenoCA	6006
Ovary-AdenoCA	5907
Ovary-AdenoCA	4057
Ovary-AdenoCA	16149
Ovary-AdenoCA	10066
Ovary-AdenoCA	6732
Ovary-AdenoCA	4208
Ovary-AdenoCA	14389
Ovary-AdenoCA	5431
Ovary-AdenoCA	12019
Ovary-AdenoCA	9467
Ovary-AdenoCA	3250
Ovary-AdenoCA	7871
Ovary-AdenoCA	9582
Panc-AdenoCA	8707
Panc-AdenoCA	4641
Panc-AdenoCA	4393
Panc-AdenoCA	95745
Panc-AdenoCA	5682
Panc-AdenoCA	48393
Panc-AdenoCA	6046
Panc-AdenoCA	5123
Panc-AdenoCA	17567
Panc-AdenoCA	3910
Panc-AdenoCA	4464
Panc-AdenoCA	5119
Panc-AdenoCA	10832
Panc-AdenoCA	9858
Panc-AdenoCA	10788
Panc-AdenoCA	9076
Panc-AdenoCA	3824
Panc-AdenoCA	9358
Panc-AdenoCA	3343
Panc-AdenoCA	4357
Panc-AdenoCA	6515
Panc-AdenoCA	3225
Panc-AdenoCA	2285
Panc-AdenoCA	6391
Panc-AdenoCA	3720
Panc-AdenoCA	10943
Panc-AdenoCA	4689
Panc-AdenoCA	4161
Panc-AdenoCA	3204
Panc-AdenoCA	5245
Panc-AdenoCA	9335
Panc-AdenoCA	4740
Panc-AdenoCA	10105
Panc-AdenoCA	2637
Panc-AdenoCA	4615
Panc-AdenoCA	4622
Panc-AdenoCA	5819
Panc-AdenoCA	19261
Panc-AdenoCA	11102
Panc-AdenoCA	6805
Panc-AdenoCA	4186
Panc-AdenoCA	4385
Panc-AdenoCA	5687
Panc-AdenoCA	5925
Panc-AdenoCA	4983
Panc-AdenoCA	3207
Panc-AdenoCA	4346
Panc-AdenoCA	6230
Panc-AdenoCA	8035
Panc-AdenoCA	3899
Panc-AdenoCA	6533
Panc-AdenoCA	9189
Panc-AdenoCA	2672
Panc-AdenoCA	12960
Panc-AdenoCA	6963
Panc-AdenoCA	5702
Panc-AdenoCA	4049
Panc-AdenoCA	8297
Panc-AdenoCA	9660
Panc-AdenoCA	2915
Panc-AdenoCA	5535
Panc-AdenoCA	4286
Panc-AdenoCA	6165
Panc-AdenoCA	4539
Panc-AdenoCA	3408
Panc-AdenoCA	4267
Panc-AdenoCA	11975
Panc-AdenoCA	4691
Panc-AdenoCA	4316
Panc-AdenoCA	3451
Panc-AdenoCA	4634
Panc-AdenoCA	6398
Panc-AdenoCA	18429
Panc-AdenoCA	3061
Panc-AdenoCA	4336
Panc-AdenoCA	1913
Panc-AdenoCA	9711
Panc-AdenoCA	3242
Panc-AdenoCA	2137
Panc-AdenoCA	9013
Panc-AdenoCA	4615
Panc-AdenoCA	5331
Panc-AdenoCA	5846
Panc-AdenoCA	7605
Panc-AdenoCA	4543
Panc-AdenoCA	5892
Panc-AdenoCA	11494
Panc-AdenoCA	4899
Panc-AdenoCA	6908
Panc-AdenoCA	4683
Panc-AdenoCA	3966
Panc-AdenoCA	7513
Panc-AdenoCA	6424
Panc-AdenoCA	3675
Panc-AdenoCA	5794
Panc-AdenoCA	4698
Panc-AdenoCA	6345
Panc-AdenoCA	2881
Panc-AdenoCA	32472
Panc-AdenoCA	3578
Panc-AdenoCA	8095
Panc-AdenoCA	8317
Panc-AdenoCA	7763
Panc-AdenoCA	6110
Panc-AdenoCA	19298
Panc-AdenoCA	5060
Panc-AdenoCA	5121
Panc-AdenoCA	7564
Panc-AdenoCA	4872
Panc-AdenoCA	7178
Panc-AdenoCA	3930
Panc-AdenoCA	12411
Panc-AdenoCA	4744
Panc-AdenoCA	4128
Panc-AdenoCA	4172
Panc-AdenoCA	5054
Panc-AdenoCA	1038
Panc-AdenoCA	5975
Panc-AdenoCA	4969
Panc-AdenoCA	5257
Panc-AdenoCA	4046
Panc-AdenoCA	4902
Panc-AdenoCA	4957
Panc-AdenoCA	15885
Panc-AdenoCA	2654
Panc-AdenoCA	6662
Panc-AdenoCA	4068
Panc-AdenoCA	11503
Panc-AdenoCA	4885
Panc-AdenoCA	3417
Panc-AdenoCA	7166
Panc-AdenoCA	6944
Panc-AdenoCA	8539
Panc-AdenoCA	4064
Panc-AdenoCA	9746
Panc-AdenoCA	2314
Panc-AdenoCA	5871
Panc-AdenoCA	6797
Panc-AdenoCA	5644
Panc-AdenoCA	5621
Panc-AdenoCA	9888
Panc-AdenoCA	3804
Panc-AdenoCA	281
Panc-AdenoCA	4206
Panc-AdenoCA	14175
Panc-AdenoCA	6140
Panc-AdenoCA	5990
Panc-AdenoCA	14937
Panc-AdenoCA	3734
Panc-AdenoCA	3662
Panc-AdenoCA	11736
Panc-AdenoCA	3906
Panc-AdenoCA	1944
Panc-AdenoCA	14827
Panc-AdenoCA	3878
Panc-AdenoCA	4384
Panc-AdenoCA	3195
Panc-AdenoCA	3295
Panc-AdenoCA	7640
Panc-AdenoCA	3949
Panc-AdenoCA	3692
Panc-AdenoCA	4471
Panc-AdenoCA	5378
Panc-AdenoCA	13334
Panc-AdenoCA	4455
Panc-AdenoCA	5276
Panc-AdenoCA	12570
Panc-AdenoCA	7582
Panc-AdenoCA	4993
Panc-AdenoCA	4825
Panc-AdenoCA	55454
Panc-AdenoCA	5505
Panc-AdenoCA	4828
Panc-AdenoCA	9755
Panc-AdenoCA	5397
Panc-AdenoCA	2215
Panc-AdenoCA	2828
Panc-AdenoCA	3835
Panc-AdenoCA	13640
Panc-AdenoCA	11875
Panc-AdenoCA	5002
Panc-AdenoCA	4508
Panc-AdenoCA	3366
Panc-AdenoCA	4346
Panc-AdenoCA	3940
Panc-AdenoCA	2666
Panc-AdenoCA	3018
Panc-AdenoCA	5055
Panc-AdenoCA	10654
Panc-AdenoCA	4184
Panc-AdenoCA	5817
Panc-AdenoCA	5012
Panc-AdenoCA	5150
Panc-AdenoCA	6887
Panc-AdenoCA	9649
Panc-AdenoCA	15527
Panc-AdenoCA	2821
Panc-AdenoCA	6991
Panc-AdenoCA	5815
Panc-AdenoCA	5026
Panc-AdenoCA	4524
Panc-AdenoCA	2687
Panc-AdenoCA	17715
Panc-AdenoCA	4919
Panc-AdenoCA	4247
Panc-AdenoCA	4719
Panc-AdenoCA	5165
Panc-AdenoCA	2985
Panc-AdenoCA	5603
Panc-AdenoCA	7425
Panc-AdenoCA	5104
Panc-AdenoCA	7797
Panc-AdenoCA	3789
Panc-AdenoCA	2933
Panc-AdenoCA	3622
Panc-AdenoCA	6098
Panc-AdenoCA	4816
Panc-AdenoCA	3761
Panc-AdenoCA	7360
Panc-AdenoCA	2737
Panc-AdenoCA	4679
Panc-AdenoCA	5599
Panc-AdenoCA	3992
Panc-AdenoCA	3933
Panc-AdenoCA	8796
Panc-AdenoCA	7241
Panc-AdenoCA	3233
Panc-AdenoCA	3768
Panc-AdenoCA	4045
Panc-AdenoCA	4587
Panc-AdenoCA	4972
Panc-AdenoCA	4674
Panc-AdenoCA	5675
Panc-AdenoCA	4367
Panc-AdenoCA	9601
Panc-AdenoCA	7147
Panc-AdenoCA	7679
Panc-AdenoCA	3089
Panc-AdenoCA	4698
Panc-AdenoCA	7697
Panc-AdenoCA	3511
Panc-Endocrine	2933
Panc-Endocrine	356
Panc-Endocrine	1239
Panc-Endocrine	1106
Panc-Endocrine	1943
Panc-Endocrine	2168
Panc-Endocrine	4062
Panc-Endocrine	989
Panc-Endocrine	378
Panc-Endocrine	2711
Panc-Endocrine	3434
Panc-Endocrine	1539
Panc-Endocrine	3449
Panc-Endocrine	2379
Panc-Endocrine	1125
Panc-Endocrine	3172
Panc-Endocrine	3417
Panc-Endocrine	2683
Panc-Endocrine	239
Panc-Endocrine	1997
Panc-Endocrine	1755
Panc-Endocrine	1244
Panc-Endocrine	1187
Panc-Endocrine	1795
Panc-Endocrine	1463
Panc-Endocrine	4172
Panc-Endocrine	1388
Panc-Endocrine	1468
Panc-Endocrine	3273
Panc-Endocrine	2387
Panc-Endocrine	4589
Panc-Endocrine	584
Panc-Endocrine	1913
Panc-Endocrine	4527
Panc-Endocrine	644
Panc-Endocrine	3132
Panc-Endocrine	1698
Panc-Endocrine	2681
Panc-Endocrine	4648
Panc-Endocrine	2734
Panc-Endocrine	1002
Panc-Endocrine	1918
Panc-Endocrine	1936
Panc-Endocrine	10853
Panc-Endocrine	1098
Panc-Endocrine	11741
Panc-Endocrine	3374
Panc-Endocrine	7544
Panc-Endocrine	960
Panc-Endocrine	1642
Panc-Endocrine	2694
Panc-Endocrine	1913
Panc-Endocrine	8136
Panc-Endocrine	243
Panc-Endocrine	1226
Panc-Endocrine	3334
Panc-Endocrine	2687
Panc-Endocrine	5210
Panc-Endocrine	2071
Panc-Endocrine	2263
Panc-Endocrine	3128
Panc-Endocrine	817
Panc-Endocrine	2397
Panc-Endocrine	1784
Panc-Endocrine	992
Panc-Endocrine	1245
Panc-Endocrine	1700
Panc-Endocrine	1331
Panc-Endocrine	10863
Panc-Endocrine	535
Panc-Endocrine	5251
Panc-Endocrine	5983
Panc-Endocrine	2906
Panc-Endocrine	9084
Panc-Endocrine	1337
Panc-Endocrine	4441
Panc-Endocrine	1324
Panc-Endocrine	24022
Panc-Endocrine	1877
Panc-Endocrine	2504
Panc-Endocrine	6036
Panc-Endocrine	1749
Panc-Endocrine	984
Panc-Endocrine	3271
Panc-Endocrine	2557
Prost-AdenoCA	3579
Prost-AdenoCA	5310
Prost-AdenoCA	3791
Prost-AdenoCA	429
Prost-AdenoCA	12152
Prost-AdenoCA	1923
Prost-AdenoCA	1952
Prost-AdenoCA	4849
Prost-AdenoCA	2126
